Oh	INTJ	Oh
alerter	VERB	alerter
louperait	VERB	louper
aviez	AUX	avoir
,	PUNCT	,
»	PUNCT	»
pas	ADV	pas
m'	PRON	me
amitié	NOUN	amitié
ton	NOUN	ton
fours	NOUN	four
les	DET	le
au	ADP	au
,	PUNCT	,
-moi	PRON	moi
maîtres	NOUN	maître
.	PUNCT	.
Il	PRON	il
qui	PRON	qui
.	PUNCT	.
un	DET	un
au	ADP	au
--	PUNCT	--
.	PUNCT	.
restions	VERB	rester
de	ADP	de
on	PRON	on
.	PUNCT	.
que	PRON	que
vous	PRON	vous
dans	ADP	dans
Alors	ADV	alors
une	DET	un
un	DET	un
Nous	PRON	nous
de	ADP	de
.	PUNCT	.
sagement	ADV	sagement
Il	PRON	il
les	DET	le
esquivé	VERB	esquiver
mes	DET	mon
retrouvé	VERB	retrouver
avancé	VERB	avancer
échauffaient	VERB	échauffer
que	SCONJ	que
quinze	PRON	quinze
de	ADP	de
?	PUNCT	?
le	PRON	le
police	NOUN	police
que	SCONJ	que
,	PUNCT	,
,	PUNCT	,
moi	PRON	moi
pensez	VERB	penser
?	PUNCT	?
.	PUNCT	.
-ce	PRON	-ce
truc	NOUN	truc
de	ADP	de
expliquer	VERB	expliquer
roussâtre	ADJ	roussâtre
On	PRON	on
.	PUNCT	.
»	PUNCT	»
dans	ADP	dans
éditorial	NOUN	éditorial
mécanique	ADJ	mécanique
pas	ADV	pas
écoutais	VERB	écouter
Je	PRON	je
ses	DET	son
était	AUX	être
pas	ADV	pas
y	PRON	y
mes	DET	mon
garden	NOUN	garden
toutes	ADJ	tout
déguerpir	VERB	déguerpir
Ça	PRON	cela
la	DET	le
.	PUNCT	.
Et	CCONJ	et
:	PUNCT	:
un	DET	un
de	ADP	de
pussent	VERB	pouvoir
révoltait	VERB	révolter
Je	PRON	je
,	PUNCT	,
,	PUNCT	,
était	AUX	être
,	PUNCT	,
personne	PRON	personne
tennis	NOUN	tennis
suite	NOUN	suite
lui	PRON	lui
juif	ADJ	juif
des	ADP	de
est	VERB	être
je	PRON	je
devait	VERB	devoir
dos	NOUN	dos
expose	VERB	expose
.	PUNCT	.
café	NOUN	café
Promenade	NOUN	promenade
vous	PRON	vous
qu'	PRON	qu'
lunettes	NOUN	lunette
à	ADP	à
Je	PRON	je
party	NOUN	party
Côte	NOUN	côte
de	ADP	de
,	PUNCT	,
.	PUNCT	.
C'	PRON	ce
entré	VERB	entrer
et	CCONJ	et
.	PUNCT	.
par	ADP	par
les	PRON	le
.	PUNCT	.
si	SCONJ	si
jeu	NOUN	jeu
crus	VERB	croire
encore	ADV	encore
ce	DET	ce
pensé	VERB	penser
qui	PRON	qui
Murraille	PROPN	Murraille
une	DET	un
visage	NOUN	visage
cours	NOUN	cours
risquaient	VERB	risquer
de	ADP	de
a	AUX	avoir
,	PUNCT	,
-	ADV	-
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
.	PUNCT	.
d'	ADP	de
J'	PRON	je
Gerbère	PROPN	Gerbère
Un	DET	un
ennuyaient	VERB	ennuyer
je	PRON	je
de	ADP	de
,	PUNCT	,
après	ADP	après
mijotes	VERB	mijoter
de	ADP	de
Quinze	VERB	quinze
,	PUNCT	,
les	PRON	le
Et	CCONJ	et
juif	NOUN	juif
ne	ADV	ne
comme	SCONJ	comme
un	DET	un
son	DET	son
,	PUNCT	,
noms	NOUN	nom
ai	VERB	avoir
là	ADV	là
ce	PRON	ce
Azur	PROPN	Azur
Ils	PRON	il
écrire	VERB	écrire
»	PUNCT	»
«	PUNCT	«
vivons	VERB	vivre
travail	NOUN	travail
sûr	ADJ	sûr
,	PUNCT	,
vous	PRON	vous
autres	ADJ	autre
les	DET	le
Nice	PROPN	Nice
.	PUNCT	.
l'	DET	le
beaucoup	ADV	beaucoup
Annie	PROPN	Annie
--	PUNCT	--
détectait	VERB	détecter
cela	PRON	cela
réflexes	NOUN	réflexe
Anglais	NOUN	anglais
des	DET	un
!	PUNCT	!
marié	NOUN	marié
qu'	PRON	qu'
très	ADV	très
tête	NOUN	tête
coups	NOUN	coup
,	PUNCT	,
et	CCONJ	et
avec	ADP	avec
est	AUX	être
reconnu	VERB	reconnaître
nous	PRON	nous
un	DET	un
l'	PRON	l'
Pas	ADV	pas
ne	ADV	ne
remarqué	VERB	remarquer
,	PUNCT	,
,	PUNCT	,
serviette	NOUN	serviette
ce	PRON	ce
juif	NOUN	juif
le	PRON	le
de	ADP	de
Gerbère	PROPN	Gerbère
,	PUNCT	,
gratifié	VERB	gratifier
immobiles	ADJ	immobile
des	DET	un
au	ADP	au
.	PUNCT	.
était	AUX	être
petits	ADJ	petit
il	PRON	il
.	PUNCT	.
c'	PRON	ce
détourné	VERB	détourner
»	PUNCT	»
Français	NOUN	français
vieux	ADJ	vieux
...	PUNCT	...
Je	PRON	je
adresser	VERB	adresser
la	DET	le
journaliste	NOUN	journaliste
A	ADP	à
récrié	VERB	récrier
d'	ADP	de
asseoir	VERB	asseoir
Une	DET	un
Terrain	NOUN	terrain
là	ADV	là
nous	PRON	nous
voulu	VERB	vouloir
auprès	ADV	auprès
a	AUX	avoir
,	PUNCT	,
voir	VERB	voir
regardées	VERB	regarder
préparait	VERB	préparer
se	PRON	se
.	PUNCT	.
ai	AUX	avoir
les	DET	le
.	PUNCT	.
les	DET	le
--	PUNCT	--
.	PUNCT	.
très	ADV	très
Vous	PRON	vous
Gerbère	PROPN	Gerbère
côtés	NOUN	côté
voilent	VERB	voiler
tel	ADJ	tel
autant	ADV	autant
du	ADP	de
trois	NUM	trois
devait	VERB	devoir
.	PUNCT	.
ou	CCONJ	ou
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
avait	VERB	avoir
la	DET	le
entretenait	VERB	entretenir
bu	VERB	boire
Gerbère	PROPN	Gerbère
avait	AUX	avoir
on	PRON	on
Et	CCONJ	et
nous	PRON	nous
sans	ADP	sans
en	PRON	en
électricité	NOUN	électricité
Gallas	PROPN	Gallas
autre	ADJ	autre
ajouté	VERB	ajouter
savoureux	ADJ	savoureux
les	DET	le
ne	ADV	ne
de	ADP	de
gueule	NOUN	gueule
nouvelles	NOUN	nouvelle
taire	VERB	taire
,	PUNCT	,
avons	AUX	avoir
venu	VERB	venir
de	ADP	de
Vous	PRON	vous
,	PUNCT	,
s'	PRON	se
»	PUNCT	»
croyez	VERB	croire
LEURS	DET	leur
,	PUNCT	,
ton	DET	ton
»	PUNCT	»
me	PRON	me
vie	NOUN	vie
fait	AUX	faire
est	AUX	être
suis	AUX	être
Lestandi	PROPN	Lestandi
heureux	ADJ	heureux
en	ADP	en
transportée	VERB	transporter
Rien	ADV	rien
Marseille	PROPN	Marseille
yeux	NOUN	oeil
d'	ADP	de
est	AUX	être
s'	PRON	se
»	PUNCT	»
il	PRON	il
était	AUX	être
tennis	NOUN	tennis
dans	ADP	dans
.	PUNCT	.
se	PRON	se
m'	PRON	me
qui	PRON	qui
en	PRON	en
Il	PRON	il
-t	PRON	-t
Murraille	PROPN	Murraille
de	ADP	de
le	PRON	le
essuyait	VERB	essuyer
par	ADP	par
je	PRON	je
hommes	NOUN	homme
s'	PRON	se
?	PUNCT	?
que	SCONJ	que
,	PUNCT	,
m'	PRON	me
fois	NOUN	fois
s'	PRON	se
là	ADV	là
vainqueur	NOUN	vainqueur
«	PUNCT	«
Ils	PRON	il
,	PUNCT	,
ai	VERB	avoir
lâche	ADJ	lâche
si	SCONJ	si
aussi	ADV	aussi
à	ADP	à
erreur	NOUN	erreur
c'	PRON	ce
introduits	VERB	introduire
avait	AUX	avoir
deux	PRON	deux
!	PUNCT	!
que	SCONJ	que
dans	ADP	dans
François	PROPN	François
d'	ADP	de
millions	NOUN	million
un	DET	un
J'	PRON	je
neutre	ADJ	neutre
.	PUNCT	.
Monique	PROPN	Monique
à	ADP	à
.	PUNCT	.
et	CCONJ	et
au	ADP	au
C'	PRON	ce
en	ADP	en
Champagne	PROPN	Champagne
vous	PRON	vous
façon	NOUN	façon
à	ADP	à
on	PRON	on
de	ADP	de
la	DET	le
Lestandi	PROPN	Lestandi
de	ADP	de
«	PUNCT	«
s'	PRON	se
doute	NOUN	doute
de	ADP	de
comprendre	VERB	comprendre
larmes	NOUN	larme
fond	NOUN	fond
premier	ADJ	premier
seul	ADJ	seul
On	PRON	on
songeur	ADJ	songeur
coin	NOUN	coin
tu	PRON	tu
,	PUNCT	,
.	PUNCT	.
On	PRON	on
repérait	VERB	repérer
.	PUNCT	.
pas	ADV	pas
-vous	PRON	vous
détails	NOUN	détail
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
et	CCONJ	et
monture	NOUN	monture
qu'	PRON	qu'
taille	NOUN	taille
Ruhl	PROPN	Ruhl
un	DET	un
reconnais	VERB	reconnaître
un	DET	un
têtes	NOUN	tête
nouvelles	NOUN	nouvelle
quoi	PRON	quoi
qui	PRON	qui
les	DET	le
certain	ADJ	certain
,	PUNCT	,
,	PUNCT	,
Cintras	PROPN	Cintras
beaucoup	ADV	beaucoup
chambre	NOUN	chambre
échangé	VERB	échanger
pousse	VERB	pousse
moi	PRON	moi
annoncer	VERB	annoncer
éduquer	VERB	éduquer
monsieur	NOUN	Monsieur
Moi	PRON	moi
imagination	NOUN	imagination
sur	ADP	sur
pour	ADP	pour
je	PRON	je
étions	AUX	être
le	DET	le
sans	ADP	sans
Si	SCONJ	si
Vous	PRON	vous
nous	PRON	nous
«	PUNCT	«
auberge	NOUN	auberge
indiquer	VERB	indiquer
a	AUX	avoir
«	PUNCT	«
nous	PRON	nous
écaille	NOUN	écaille
coupes	NOUN	coupe
pas	ADV	pas
je	PRON	je
...	PUNCT	...
Joyce	PROPN	Joyce
nous	PRON	nous
et	CCONJ	et
tour	NOUN	tour
la	DET	le
?	PUNCT	?
d'	ADP	de
n'	ADV	n'
D'	ADP	de
.	PUNCT	.
.	PUNCT	.
il	PRON	il
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
moyenne	ADJ	moyen
,	PUNCT	,
étrange	ADJ	étrange
mener	VERB	mener
Hirschfeld	PROPN	Hirschfeld
mouille	VERB	mouille
dit	VERB	dire
partenaire	NOUN	partenaire
les	DET	le
un	DET	un
circuler	VERB	circuler
-	NOUN	-
assis	VERB	asseoir
femmes	NOUN	femme
le	DET	le
de	ADP	de
--	PUNCT	--
vous	PRON	vous
dans	ADP	dans
compagnie	NOUN	compagnie
ambiance	NOUN	ambiance
des	ADP	de
Figurez	VERB	figurer
voulu	VERB	vouloir
se	PRON	se
le	DET	le
des	DET	un
à	ADP	à
le	DET	le
pour	ADP	pour
.	PUNCT	.
maison	NOUN	maison
air	NOUN	air
êtes	AUX	être
aucune	DET	aucun
demandé	VERB	demander
que	SCONJ	que
tout	ADJ	tout
y	PRON	y
sourires	NOUN	sourire
jardin	NOUN	jardin
-ce	PRON	-ce
demander	VERB	demander
faciliterait	VERB	faciliter
Marcheret	PROPN	Marcheret
de	ADP	de
suggéré	VERB	suggérer
succès	NOUN	succès
geste	NOUN	geste
fatigue	NOUN	fatigue
Gerbère	PROPN	Gerbère
à	ADP	à
échos	NOUN	écho
la	DET	le
d'	DET	d'
de	ADP	de
-vous	PRON	vous
étaient	AUX	être
faisait	VERB	faire
jouer	VERB	jouer
heures	NOUN	heure
me	PRON	me
écrivez	VERB	écrire
a	VERB	avoir
de	ADP	de
,	PUNCT	,
époque	NOUN	époque
nerveuse	ADJ	nerveux
prêtât	VERB	prêter
grosse	ADJ	gros
En	ADP	en
que	PRON	que
d'	ADP	de
appelle	VERB	appeler
un	DET	un
face	NOUN	face
apercevait	VERB	apercevoir
de	ADP	de
que	ADV	que
ils	PRON	il
des	DET	un
très	ADV	très
.	PUNCT	.
au	ADP	au
Wildmer	PROPN	Wildmer
a	AUX	avoir
jouait	VERB	jouer
--	PUNCT	--
Le	DET	le
:	PUNCT	:
mi-protecteur	ADJ	mi-protecteur
à	ADP	à
d'	ADP	de
chose	NOUN	chose
retrait	NOUN	retrait
et	CCONJ	et
joie	NOUN	joie
Du	ADP	de
a	AUX	avoir
de	ADP	de
.	PUNCT	.
leurs	DET	leur
Ils	PRON	il
humain	ADJ	humain
est	AUX	être
...	PUNCT	...
numéros	NOUN	numéro
maintenant	ADV	maintenant
contre	ADP	contre
On	PRON	on
.	PUNCT	.
soudaine	ADJ	soudain
de	ADP	de
avez	AUX	avoir
juifs	NOUN	juif
jure	VERB	jure
cette	DET	ce
.	PUNCT	.
talent	NOUN	talent
dans	ADP	dans
Le	DET	le
entraînait	VERB	entraîner
est	AUX	être
-là	PRON	-là
la	DET	le
très	ADV	très
prochain	ADJ	prochain
mordant	NOUN	mordant
Gerbère	PROPN	Gerbère
en	PRON	en
passait	VERB	passer
,	PUNCT	,
pas	NOUN	pas
reviens	VERB	revenir
compétentes	ADJ	compétent
Lestandi	PROPN	Lestandi
bas	ADV	bas
Murraille	PROPN	Murraille
,	PUNCT	,
de	ADP	de
planté	VERB	planter
ai	AUX	avoir
parviens	VERB	parvenir
plus	ADV	plus
était	AUX	être
Des	DET	un
Schlossblau	PROPN	Schlossblau
considérations	NOUN	considération
vous	PRON	vous
comptait	VERB	compter
J'	PRON	je
une	DET	un
--	PUNCT	--
animée	VERB	animer
Aussitôt	ADV	aussitôt
,	PUNCT	,
a	AUX	avoir
'	ADP	'
dois	VERB	devoir
intimes	ADJ	intime
et	CCONJ	et
,	PUNCT	,
Parce	SCONJ	parce
C'	PRON	ce
du	ADP	de
lui	PRON	lui
,	PUNCT	,
terrasse	NOUN	terrasse
Gerbère	PROPN	Gerbère
travers	NOUN	travers
effroyable	ADJ	effroyable
Lestandi	PROPN	Lestandi
sur	ADP	sur
photos	NOUN	photo
points	NOUN	point
nous	PRON	nous
formidable	ADJ	formidable
faisaient	VERB	faire
.	PUNCT	.
aurait	AUX	avoir
.	PUNCT	.
cérémonie	NOUN	cérémonie
bar	NOUN	bar
Dis	VERB	dire
les	DET	le
Le	DET	le
jugeait	VERB	juger
rues	NOUN	rue
!	PUNCT	!
en	PRON	en
s'	PRON	se
midi	NOUN	midi
,	PUNCT	,
d'	ADP	de
qu'	PRON	qu'
le	DET	le
Entre	ADP	entre
a	AUX	avoir
c'	PRON	ce
je	PRON	je
encore	ADV	encore
Je	PRON	je
vers	ADP	vers
...	PUNCT	...
ordinaires	ADJ	ordinaire
l'	DET	le
s'	PRON	se
,	PUNCT	,
«	PUNCT	«
en	PRON	en
.	PUNCT	.
Murraille	PROPN	Murraille
Et	CCONJ	et
très	ADV	très
ont	AUX	avoir
appuyait	VERB	appuyer
apéritifs	NOUN	apéritif
à	ADP	à
.	PUNCT	.
d'	ADP	de
mi-ironique	ADJ	mi-ironiqu
--	PUNCT	--
?	PUNCT	?
présenté	VERB	présenter
-	ADV	-
--	PUNCT	--
de	ADP	de
et	CCONJ	et
qu'	SCONJ	que
jusqu'	ADP	jusque
Rien	PRON	rien
colonnes	NOUN	colonne
que	SCONJ	que
.	PUNCT	.
a	AUX	avoir
Nous	PRON	nous
Voulez	VERB	vouloir
Cannes	PROPN	Cannes
de	ADP	de
citerait	VERB	citer
besoin	NOUN	besoin
des	DET	un
les	DET	le
ils	PRON	il
J'	PRON	je
Lestandi	PROPN	Lestandi
.	PUNCT	.
la	DET	le
il	PRON	il
ne	ADV	ne
mon	DET	mon
en	ADP	en
bien	ADV	bien
.	PUNCT	.
n'	ADV	n'
engager	VERB	engager
où	PRON	où
ai	AUX	avoir
est	AUX	être
nouvelles	NOUN	nouvelle
mouchoir	NOUN	mouchoir
eux	PRON	lui
quatorze	NUM	quatorze
comme	ADP	comme
et	CCONJ	et
leurs	DET	leur
?	PUNCT	?
Lucien	PROPN	Lucien
apercevoir	VERB	apercevoir
Mais	CCONJ	mais
juif	ADJ	juif
.	PUNCT	.
.	PUNCT	.
Quimphe	PROPN	Quimphe
est	AUX	être
dire	VERB	dire
vous	PRON	vous
s'	PRON	se
.	PUNCT	.
selon	ADP	selon
aurais	AUX	avoir
et	CCONJ	et
Lestandi	PROPN	Lestandi
entretenait	VERB	entretenir
ses	DET	son
l'	DET	le
«	PUNCT	«
je	PRON	je
un	PRON	un
-il	PRON	il
désemparé	VERB	désemparer
Une	DET	un
à	ADP	à
Il	PRON	il
pour	ADP	pour
dans	ADP	dans
sembliez	VERB	sembler
que	PRON	que
Remy	PROPN	Remy
au	ADP	au
en	ADP	en
ne	ADV	ne
me	PRON	me
je	PRON	je
suffirait	VERB	suffire
jour	NOUN	jour
juré	VERB	jurer
On	PRON	on
.	PUNCT	.
des	ADP	de
baissait	VERB	baisser
la	DET	le
lentement	ADV	lentement
s'	PRON	se
Lestandi	PROPN	Lestandi
animaient	VERB	animer
celui	PRON	celui
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
mince	ADJ	mince
confrère	NOUN	confrère
Je	PRON	je
une	DET	un
n'	ADV	n'
a	AUX	avoir
apoplectique	NOUN	apoplectique
beau	ADJ	beau
Ainsi	ADV	ainsi
faire	VERB	faire
suis	AUX	être
mon	DET	mon
et	CCONJ	et
s'	PRON	se
nous	PRON	nous
.	PUNCT	.
au	ADP	au
peut	VERB	pouvoir
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
demande	NOUN	demande
Il	PRON	il
,	PUNCT	,
demandé	VERB	demander
plusieurs	DET	plusieurs
,	PUNCT	,
ai	AUX	avoir
.	PUNCT	.
suite	NOUN	suite
pris	VERB	prendre
d'	ADP	de
ôté	VERB	ôter
insistante	ADJ	insistant
de	ADP	de
règles	NOUN	règle
ou	CCONJ	ou
.	PUNCT	.
Un	DET	un
place	NOUN	place
dos	NOUN	dos
verres	NOUN	verre
.	PUNCT	.
partout	ADV	partout
promenade	NOUN	promenade
.	PUNCT	.
François	PROPN	François
était	AUX	être
série	NOUN	série
qui	PRON	qui
Maud	PROPN	Maud
lui	PRON	lui
oubliés	VERB	oublier
Qu'	PRON	qu'
Ça	PRON	cela
de	ADP	de
jardin	NOUN	jardin
me	PRON	me
.	PUNCT	.
c'	PRON	ce
boissons	NOUN	boisson
.	PUNCT	.
l'	DET	le
de	ADP	de
J'	PRON	je
des	DET	un
.	PUNCT	.
est	AUX	être
suis	AUX	être
Mais	CCONJ	mais
LES	PRON	le
m'	PRON	me
en	PRON	en
,	PUNCT	,
--	PUNCT	--
un	DET	un
ton	DET	ton
.	PUNCT	.
que	SCONJ	que
les	PRON	le
réservait	VERB	réserver
--	PUNCT	--
belle	ADJ	bel
et	CCONJ	et
pas	ADV	pas
.	PUNCT	.
comme	SCONJ	comme
gros	ADJ	gros
et	CCONJ	et
a	AUX	avoir
est	VERB	être
.	PUNCT	.
que	SCONJ	que
encore	ADV	encore
bougé	VERB	bouger
d'	ADP	de
est	AUX	être
.	PUNCT	.
regards	NOUN	regard
Murraille	PROPN	Murraille
producteur	NOUN	producteur
.	PUNCT	.
jeune	ADJ	jeune
Bloch	PROPN	Bloch
avec	ADP	avec
l'	PRON	l'
ai	VERB	avoir
autorités	NOUN	autorité
.	PUNCT	.
--	PUNCT	--
cher	ADJ	cher
ai	AUX	avoir
autre	ADJ	autre
que	SCONJ	que
somme	NOUN	somme
.	PUNCT	.
tennis	NOUN	tennis
.	PUNCT	.
bretelles	NOUN	bretelle
vomir	VERB	vomir
.	PUNCT	.
Lestandi	PROPN	Lestandi
dit	VERB	dire
mouvement	NOUN	mouvement
vertige	NOUN	vertige
vite	ADV	vite
cherche	VERB	cherche
,	PUNCT	,
siroter	VERB	siroter
--	PUNCT	--
poussait	VERB	pousser
de	ADP	de
J'	PRON	je
dessus	ADV	dessus
On	PRON	on
toute	ADJ	tout
à	ADP	à
.	PUNCT	.
effet	NOUN	effet
de	ADP	de
l'	PRON	l'
de	ADP	de
venait	VERB	venir
de	ADP	de
une	DET	un
Mais	CCONJ	mais
mille	NUM	mille
ils	PRON	il
«	PUNCT	«
a	AUX	avoir
dû	VERB	devoir
à	ADP	à
-vous	PRON	vous
plus	ADV	plus
de	ADP	de
d	ADP	d
suivi	VERB	suivre
cinéma	NOUN	cinéma
aurions	AUX	avoir
Lestandi	PROPN	Lestandi
il	PRON	il
.	PUNCT	.
.	PUNCT	.
un	DET	un
à	ADP	à
»	PUNCT	»
de	ADP	de
bar	NOUN	bar
,	PUNCT	,
prisonnier	ADJ	prisonnier
mariés	NOUN	marié
sang	NOUN	sang
faut	VERB	falloir
.	PUNCT	.
bas	NOUN	bas
inspiration	NOUN	inspiration
tête	NOUN	tête
idées	NOUN	idée
Remy	PROPN	Remy
-vous	PRON	vous
ont	AUX	avoir
source	NOUN	source
lisait	VERB	lire
été	VERB	être
année	NOUN	année
les	DET	le
le	DET	le
Dédé	PROPN	Dédé
Aujourd'hui	ADV	aujourd'hui
Avant	ADP	avant
quittât	VERB	quitter
,	PUNCT	,
son	DET	son
attirer	VERB	attirer
lisais	VERB	lire
s'	PRON	se
cœur	NOUN	cœur
perdre	VERB	perdre
sur	ADP	sur
,	PUNCT	,
dégourdir	VERB	dégourdir
eu	VERB	avoir
»	PUNCT	»
surprise	NOUN	surprise
Vous	PRON	vous
atteindrai	VERB	atteindre
épagneul	NOUN	épagneul
la	DET	le
silence	NOUN	silence
nous	PRON	nous
:	PUNCT	:
il	PRON	il
je	PRON	je
je	PRON	je
leur	PRON	leur
allais	VERB	aller
choses	NOUN	chose
auberge	NOUN	auberge
y	PRON	y
y	PRON	y
chanson	NOUN	chanson
aussi	ADV	aussi
imité	VERB	imiter
le	DET	le
au	ADP	au
qu'	PRON	qu'
,	PUNCT	,
on	PRON	on
-là	NOUN	-là
était	AUX	être
air	NOUN	air
et	CCONJ	et
encolure	NOUN	encolure
arbres	NOUN	arbre
beauté	NOUN	beauté
collaborateurs	NOUN	collaborateur
la	DET	le
de	ADP	de
:	PUNCT	:
,	PUNCT	,
répétait	VERB	répéter
l'	PRON	l'
d'	ADP	de
est	AUX	être
il	PRON	il
.	PUNCT	.
que	SCONJ	que
Je	PRON	je
.	PUNCT	.
Il	PRON	il
.	PUNCT	.
Lucien	PROPN	Lucien
naturel	NOUN	naturel
Il	PRON	il
cet	DET	ce
petit	ADJ	petit
Anes	NOUN	ane
la	DET	le
Vous	PRON	vous
ne	ADV	ne
lui	PRON	lui
de	ADP	de
ne	ADV	ne
ironiques	ADJ	ironique
à	ADP	à
de	ADP	de
ai	AUX	avoir
Oui	ADV	oui
?	PUNCT	?
sa	DET	son
m'	PRON	me
peu	ADV	peu
de	ADP	de
.	PUNCT	.
Montmartre	PROPN	Montmartre
.	PUNCT	.
.	PUNCT	.
je	PRON	je
gens	NOUN	gens
.	PUNCT	.
mouchoir	NOUN	mouchoir
où	PRON	où
»	PUNCT	»
mérite	NOUN	mérite
d'	ADP	de
»	PUNCT	»
.	PUNCT	.
lui	PRON	lui
douce	ADJ	doux
cette	DET	ce
offusquait	VERB	offusquer
.	PUNCT	.
la	DET	le
de	DET	de
hasard	NOUN	hasard
-je	PRON	je
désigné	VERB	désigner
des	ADP	de
appréciait	VERB	apprécier
bonne	ADJ	bon
les	DET	le
hilarité	NOUN	hilarité
répondu	VERB	répondre
un	DET	un
la	DET	le
Lestandi	PROPN	Lestandi
appelait	VERB	appeler
Ils	PRON	il
la	DET	le
cavalière	ADJ	cavalier
devant	ADP	devant
dans	ADP	dans
Gerbère	PROPN	Gerbère
-on	PRON	on
Lestandi	PROPN	Lestandi
vous	PRON	vous
,	PUNCT	,
de	ADP	de
l'	DET	le
Ces	DET	ce
s'	PRON	se
déclaré	VERB	déclarer
l'	DET	le
et	CCONJ	et
organiser	VERB	organiser
répertoire	NOUN	répertoire
attacher	VERB	attacher
plus	ADV	plus
futaie	NOUN	futaie
et	CCONJ	et
On	PRON	on
de	ADP	de
avons	AUX	avoir
belle	ADJ	bel
et	CCONJ	et
.	PUNCT	.
»	PUNCT	»
Quand	SCONJ	quand
petit	ADJ	petit
Elle	PRON	lui
plaisamment	ADV	plaisamment
trouvés	VERB	trouver
-moi	PRON	moi
ils	PRON	il
,	PUNCT	,
a	AUX	avoir
ont	AUX	avoir
a	AUX	avoir
avalanches	NOUN	avalanche
que	SCONJ	que
.	PUNCT	.
«	PUNCT	«
considéraient	VERB	considérer
qui	PRON	qui
froid	NOUN	froid
Aristide	PROPN	Aristide
demandé	VERB	demander
de	ADP	de
et	CCONJ	et
une	DET	un
,	PUNCT	,
ces	DET	ce
Fontainebleau	PROPN	Fontainebleau
de	ADP	de
droit	NOUN	droit
de	ADP	de
une	DET	un
rôle	NOUN	rôle
d'	ADP	de
du	ADP	de
la	DET	le
que	SCONJ	que
encore	ADV	encore
que	SCONJ	que
permettait	VERB	permettre
engagés	VERB	engager
avec	ADP	avec
,	PUNCT	,
sommes	VERB	être
Delvale	PROPN	Delvale
appelait	VERB	appeler
appuyait	VERB	appuyer
entendait	VERB	entendre
dit	VERB	dire
nous	PRON	nous
L'	DET	le
arbres	NOUN	arbre
Excusez	VERB	excuser
tableaux	NOUN	tableau
projet	NOUN	projet
C'	PRON	ce
qu'	SCONJ	que
reste	VERB	reste
Sylviane	PROPN	Sylviane
»	PUNCT	»
ai	AUX	avoir
dit	VERB	dire
«	PUNCT	«
,	PUNCT	,
recul	NOUN	recul
air	NOUN	air
pétille	VERB	pétille
juifs	NOUN	juif
et	CCONJ	et
Lucien	PROPN	Lucien
chien	NOUN	chien
vous	PRON	vous
cru	VERB	croire
Lune	PROPN	Lune
monté	VERB	monter
de	ADP	de
Il	PRON	il
mots	NOUN	mot
voix	NOUN	voix
montrait	VERB	montrer
Et	CCONJ	et
et	CCONJ	et
attention	NOUN	attention
s'	SCONJ	s'
-	NOUN	-
,	PUNCT	,
son	DET	son
gorge	NOUN	gorge
quel	DET	quel
roulait	VERB	rouler
un	DET	un
pas	ADV	pas
était	AUX	être
mes	DET	mon
dans	ADP	dans
.	PUNCT	.
Lestandi	PROPN	Lestandi
entretenus	VERB	entretenir
par	ADP	par
Il	PRON	il
dans	ADP	dans
caméra	NOUN	caméra
Remy	PROPN	Remy
Et	CCONJ	et
alors	ADV	alors
«	PUNCT	«
je	PRON	je
a	AUX	avoir
Mais	CCONJ	mais
.	PUNCT	.
d'	ADP	de
sans	ADP	sans
de	ADP	de
que	SCONJ	que
coquetteries	NOUN	coquetterie
de	ADP	de
pas	ADV	pas
raison	NOUN	raison
mon	DET	mon
lui	PRON	lui
est	AUX	être
Ingres	PROPN	Ingres
sa	DET	son
avec	ADP	avec
Je	PRON	je
.	PUNCT	.
il	PRON	il
avidité	NOUN	avidité
soulevait	VERB	soulever
en	ADP	en
pas	ADV	pas
-ce	PRON	-ce
autres	ADJ	autre
sa	DET	son
Murraille	PROPN	Murraille
Murraille	PROPN	Murraille
ces	DET	ce
entendu	VERB	entendre
Lestandi	PROPN	Lestandi
fin	NOUN	fin
sommes	AUX	être
buvaient	VERB	boire
étais	VERB	être
avions	VERB	avoir
,	PUNCT	,
que	PRON	que
vieprendraient	NOUN	vieprendraient
moustaches	NOUN	moustache
m'	PRON	me
ont	AUX	avoir
aux	ADP	à
et	CCONJ	et
si	SCONJ	si
leurs	DET	leur
aux	ADP	à
Vous	PRON	vous
si	SCONJ	si
.	PUNCT	.
Quimphe	PROPN	Quimphe
par	ADP	par
avait	AUX	avoir
exprimer	VERB	exprimer
du	ADP	de
triste	ADJ	triste
?	PUNCT	?
étaient	AUX	être
.	PUNCT	.
autres	ADJ	autre
«	PUNCT	«
d'	ADP	de
du	ADP	de
n'	ADV	n'
eu	VERB	avoir
nous	PRON	nous
les	DET	le
tonnerre	NOUN	tonnerre
la	DET	le
porté	VERB	porter
et	CCONJ	et
suivi	VERB	suivre
vous	PRON	vous
surtout	ADV	surtout
poursuivaient	VERB	poursuivre
du	ADP	de
dirigé	VERB	diriger
